,Dateiname,Textnummer,Zeichenanzahl,Titel,Bibliographischer Nachweis,Sprache,Erscheinungsort,Jahr,Postume Nachdrucke,Entsprechungen in Buchwerken,lat,lng
377,1806-Memoir_on_a_new_Species_of_Monkey-1,II.43,6209.0,Memoir on a new Species of Monkey found in the eastern Declivity of the Andes,"in: The Philosophical Magazine 24:96 (Februar–Mai 1806), S. 339–341, Tafel.",Englisch,London,1806,,"als „Mémoire sur une nouvelle espèce de singe, trouvée sur la pente orientale des Andes“, in: Alexander von Humboldt, Recueil d’observations de zoologie et d’anatomie comparée, faites dans l’Océan Atlantique, dans l’intérieur du Nouveau Continent et dans la Mer du Sud pendant les années 1799, 1800, 1801, 1802 et 1803, 2 Bände, Paris: F. Schoell / G. el Dufour 1811 [1812], J. Smith / Gide [1813–] 1833, Band 1, S. 14–16.",51.50853,-0.12574
378,1806-Memoir_on_a_new_species_of_Pimelodus-1,II.44,14035.0,Memoir on a new Species of Pimelodus thrown out of the Volcanoes in the Kingdom of Quito; with some Particulars respecting the Volcanoes of the Andes,"in: The Philosophical Magazine 24:96 (Februar–Mai 1806), S. 333–339, Tafel.",Englisch,London,1806,,"als „Mémoire sur une nouvelle espèce de pimelode, jetée par les volcans du royaume de Quito“, in: Alexander von Humboldt, Recueil d’observations de zoologie et d’anatomie comparée, faites dans l’Océan Atlantique, dans l’intérieur du Nouveau Continent et dans la Mer du Sud pendant les années 1799, 1800, 1801, 1802 et 1803, 2 Bände, Paris: F. Schoell / G. el Dufour 1811 [1812], J. Smith / Gide [1813–] 1833, Band 1, S. 21–25.",51.50853,-0.12574
379,1806-Memoir_on_a_new_species_of_Pimelodus-2-neu,II.44,3121.0,Volcanic Fish,"in: The Literary Magazine, and American Register 5:32 (Mai 1806), S. 366–367.",Englisch,"Philadelphia, Pennsylvania",1806,,,39.95233,-75.16379
380,1806-Memoir_on_a_new_species_of_Pimelodus-3-neu,II.44,9112.0,"Particulars respecting the Volcanoes in the Andes, and the Fishes thrown out by them","in: The Scots Magazine, and Edinburgh Literary Miscellany (Juli 1806), S. 511–513.",Englisch,Edinburgh,1806,,,55.95206,-3.19648
381,1806-Memoir_on_the-1,II.45,8661.0,"Memoir on the Eremophilus and Astroblepus, two new Genera of the Order of Apodes","in: The Philosophical Magazine 24:96 (Februar–Mai 1806), S. 329–332, Tafel.",Englisch,London,1806,,"als „Mémoire sur l’eremophilus et l’astroblepus, deux nouveaux genres de l’ordre des apodes“, in: Alexander von Humboldt, Recueil d’observations de zoologie et d’anatomie comparée, faites dans l’Océan Atlantique, dans l’intérieur du Nouveau Continent et dans la Mer du Sud pendant les années 1799, 1800, 1801, 1802 et 1803, 2 Bände, Paris: F. Schoell / G. el Dufour 1811 [1812], J. Smith / Gide [1813–] 1833, Band 1, S. 17–20.",51.50853,-0.12574
382,1806-Observations_extraites_d-1,II.46,2552.0,"Observations extraites d’une lettre de Humboldt / Passage de Mercure, observé le 9 novembre 1802, au Callao Ü","in: Connaissance des tems, ou des mouvemens célestes, à l’usage des astronomes et des navigateurs, pour l’an 1808 (Mai 1806), S. 492–493.",Französisch,Paris,1806,,,48.85341,2.3488
383,1806-Ueber_die_Urvoelker-1,II.47,38887.0,"Ueber die Urvölker von Amerika, und die Denkmähler welche von ihnen übrig geblieben sind. Vorgelesen in der Philomathischen Gesellschaft. Erstes Fragment","in: Neue Berlinische Monatschrift 15:3 (März 1806), S. 177–208 [angekündigte Fortsetzung nicht erschienen].",Deutsch,Berlin; Stettin,1806,"Königlich privilegirte Berlinische Zeitung von Staats- und gelehrten Sachen, Sonntagsbeilage 2 (8. Januar 1882), Spalte 2; 3 (15. Januar 1882), Spalten 1–3.„Ueber die Urvölker Amerikas und die Denkmäler, welche von ihnen übrig geblieben sind. Erstes Fragment, von Alexander v. Humboldt. Vorgelesen in der öffentlichen Sitzung der philomatischen Gesellschaft in Berlin im Januar 1806. Abdruck für Freunde“, in: Deutsche Rundschau für Geographie und Statistik 7 (1885), S. 548–559.Alexander von Humboldt, Das große Lesebuch, herausgegeben von Oliver Lubrich, Frankfurt/M.: Fischer 2009, S. 42–60.Alexander von Humboldt, Ueber die Urvölker von Amerika und die Denkmähler welche von ihnen übrig geblieben sind. Anthropologische und ethnographische Schriften, herausgegeben von Oliver Lubrich, Hannover: Wehrhahn 2009, S. 7–24.","Alexander von Humboldt, Ansichten der Natur, Stuttgart und Tübingen: Cotta 1808, S. 94–100.",52.52437,13.41053
384,1806-Versuche_ueber_die-1,II.48,13008.0,Versuche über die electrischen Fische. Aus einem Briefe an den Präsidenten Freyherrn von Dachroeden,"in: Neue physikalische Abhandlungen der Akademie nützlicher Wissenschaften zu Erfurt von dem Jahre 1805 (1806), S. 5–25.",Deutsch,Erfurt,1806,,,50.9787,11.03283
385,1806-Versuche_ueber_die-2,II.48,17010.0,Versuche über die electrischen Fische,"in: Annalen der Physik 22:1 (1806), S. [1]–13.",Deutsch,Halle,1806,,,51.48158,11.97947
386,1806-xxx_1_Ueber_die-1-neu,II.49,5494.0,1. Ueber die alten Aturer am Orinoco / 2. Ein Mexicanischer Riese,"in: Magazin für den neuesten Zustand der Naturkunde mit Rücksicht auf die dazu gehörigen Hülfswissenschaften 12:6 (Dezember 1806), S. 481–486.",Deutsch,Weimar,1806,,,50.9803,11.32903
387,1807-Aracacha-1,II.50,919.0,Aracacha,"in: Berlinische Nachrichten von Staats- und gelehrten Sachen 125 (17. Oktober 1807), S. 4.",Deutsch,Berlin,1807,,,52.52437,13.41053
388,1807-Aracacha-2,II.50,979.0,Nähere Erklärung der Aracacha,"in: Freyberger gemeinnützige Nachrichten für das Königl. Sächsische Erzgebirge 8:44 (29. Oktober 1807), S. 371.",Deutsch,Freiberg,1807,,,50.91089,13.33881
389,1807-Aracacha-3-neu,II.50,958.0,[Aracacha],"in: Allgemeiner Kameral-, Oekonomie-, Forst- und Technologie-Korrespondent für Deutschland 1:129 (29. Oktober 1807), S. 230.",Deutsch,Erlangen,1807,,,49.59099,11.00783
390,1807-Aracacha-4-neu,II.50,2778.0,Die Arracacha,"in: Baierische National-Zeitung 273 (30. Oktober 1807), S. 1123.",Deutsch,München,1807,,,48.13743,11.57549
391,1807-Aracacha-5-neu,II.50,1027.0,[Aracacha],"in: Allgemeine Zeitung 304 (31. Oktober 1807), S. [1213].",Deutsch,Augsburg,1807,,,48.37154,10.89851
392,1807-Aracacha-6-neu,II.50,1002.0,[Aracacha],"in: Gnädigst privilegirtes Leipziger Intelligenz-Blatt 50 (14. November 1807), S. 425.",Deutsch,Leipzig,1807,,,51.33962,12.37129
393,1807-Aracacha-7-neu,II.50,3044.0,Die Aracacha,"in: Allgemeines Teutsches Garten-Magazin oder gemeinnützige Beiträge für alle Theile des praktischen Gartenwesens 4:11 (November 1807), S. 478–479.",Deutsch,Weimar,1807,,,50.9803,11.32903
394,1807-Aracacha-8-neu,II.50,1702.0,Upplysning om rotfrukten Arracacha,"in: Åbo Tidning 98 (9. Dezember 1807), S. [2].",Schwedisch,Turku,1807,,,60.45148,22.26869
395,1807-Auszuege_aus_einigen-1,II.51,8851.0,Auszüge aus einigen Briefen des Frhrn. Alex. v. Humboldt an den Herausgeber (Hierzu gehört die Skizze einer nächtlichen Scene am Orinoko),"in: Allgemeine Geographische Ephemeriden 22:1 (Januar 1807), S. 107–112, Tafel.",Deutsch,Weimar,1807,"Alexander von Humboldt, Das große Lesebuch, herausgegeben von Oliver Lubrich, Frankfurt/M.: Fischer 2009, S. 61–65.",,50.9803,11.32903
396,1807-Jagd_und_Kampf-1,II.52,13962.0,Jagd und Kampf der electrischen Aale mit Pferden,"in: Annalen der Physik 25:1 (1807), S. 34–43.",Deutsch,Halle,1807,"Alexander von Humboldt, Das große Lesebuch, herausgegeben von Oliver Lubrich, Frankfurt/M.: Fischer 2009, S. 66–72.",,51.48158,11.97947
397,1807-Jagd_und_Kampf-2-neu,II.52,12443.0,О ловлѣ Електрическихъ угрей. Изъ путешествія Барона А. Гумбольда [O lovlě Električeskich ugrej. Iz putešestvija Barona A. Gumbolʹda],"übersetzt von A. Sevastʹjanov, in: Technologičeskij žurnal 4:4 (1807), S. 98–112.",Russisch,Sankt Petersburg,1807,,,59.93863,30.31413
398,1807-Jagd_und_Kampf-3-neu,II.52,11617.0,[Jagd und Kampf der electrischen Aale mit Pferden],"in: Morgenblatt für gebildete Stände 2:168 (14. Juli 1808), S. [669]–671.",Deutsch,Stuttgart; Tübingen,1808,,,48.78232,9.17702
399,1807-Jagd_und_Kampf-4-neu,II.52,11471.0,[Jagd und Kampf der electrischen Aale mit Pferden],"in: Innsbrucker Zeitung 11:66 (23. Oktober 1809), S. [3–4]; 11:67 (9. November 1809), Beilage, S. [5–6].",Deutsch,Innsbruck,1809,,,47.26266,11.39454
400,1807-Jagd_und_Kampf-5-neu,II.52,30369.0,"Waarnemingen van Alexander von Humboldt Over den sidderaal of den gymnotus electricus, In Amerika zelve gedaan","in: Algemeene Konst- en Letter-Bode voor het Jaar 1817 2:29 (18. Juli 1817) S. 36–41; 2:30 (25. Juli 1817), S. 51–55; 2:34 (22. August), S. 114–119.",Niederländisch,Haarlem,1817,,,52.38084,4.63683
401,1807-Jagd_und_Kampf-6-neu,II.52,11338.0,"Over den beef-aal, of sidder-visch","in: Letterkundig magazijn, van wetenschap, kunst en smaak 2:1 (1818), S. 22–27.",Niederländisch,Amsterdam,1818,,,52.37403,4.88969
402,1807-Jagd_und_Kampf-7-neu,II.52,11354.0,"Baron Humboldt’s Description of the Mode of Catching the Gymnotus, or Electrical Eel","in: The Zoological Magazine, or Journal of Natural History (1833), S. 76–80.",Englisch,London,1833,,,51.50853,-0.12574
403,1807-Jagd_und_Kampf-8-neu,II.52,11371.0,"Baron Humboldt’s description of the mode of catching the Gymnotus, or Electrical Eel","in: The Friend. A Religious and Literary Journal 7:16 (25. Januar 1834), S. 122–124.",Englisch,"Philadelphia, Pennsylvania",1834,,,39.95233,-75.16379
404,1807-Nachfrage-1,II.53,327.0,Nachfrage,"in: Berlinische Nachrichten von Staats- und gelehrten Sachen 53 (2. Mai 1807), S. 6.",Deutsch,Berlin,1807,,,52.52437,13.41053
405,1807-Nachtrag_ueber_den-1,II.54,4676.0,Nachtrag über den problematischen quarzreichen Sandstein von Cascas am westlichen Abfall der peruanischen Andeskette,"in: Der Gesellschaft naturforschender Freunde zu Berlin Magazin für die neuesten Entdeckungen in der gesammten Naturkunde 1:3 (1807), S. 231–233.",Deutsch,Berlin,1807,,,52.52437,13.41053
406,1807-Nachtrag_ueber_den-2,II.54,5244.0,[Nachtrag über den problematischen quarzreichen Sandstein von Cascas am westlichen Abfall der peruanischen Andeskette],"in: Taschenbuch für die gesammte Mineralogie, mit Hinsicht auf neuesten Entdeckungen 2 (1808), S. 258–261.",Deutsch,Frankfurt am Main,1808,,,50.11552,8.68417
407,1807-Observations_sur_l-1,II.55,31089.0,"Observations sur l’intensité et l’inclinaison des forces magnétiques, faites en France, en Suisse, en Italie et en Allemagne","in: Mémoires de physique et de chimie, de la Société d’Arcueil 1 (1807), S. 1–22, Tafel.",Französisch,Paris,1807,,,48.85341,2.3488
408,1807-Observations_sur_l-2,II.55,30945.0,"Beobachtungen über die Stärke und über die Neigung der magnetischen Kräfte, angestellt in Frankreich, der Schweiz, Italien und Deutschland","in: Annalen der Physik 28:3 (1808), S. 257–276, 2 Tafeln.",Deutsch,Halle,1808,,,51.48158,11.97947
409,1807-Tablas_geografico_politicas-1-neu,II.56,23252.0,"Tablas geográfico-politicas del Reyno de N. E. que manifiestan su superficie, poblacion, agricultura, fábricas, Comercio, minas, rentas, y fuerza militar Ü","in: Diario de Mexico 6:588 (10. Mai 1807), S. 39–40; 6:589 (11. Mai 1807), S. 41–43; 6:592 (14. Mai 1807), S. 54–55; 6:593 (15. Mai 1807), S. 58–59; 6:596 (18. Mai 1807), S. 71–72; 6:597 (19. Mai 1807), S. 74–75; 6:598 (20. Mai 1807), S. 77–79; 6:601 (23. Mai 1807), S. 91; 6:602 (24. Mai 1807), S. 94–95; 6:609 (31. Mai 1807), S. 123.",Spanisch,Mexico,1807,"„Tablas geográfico-políticas del reino de la Nueva España, [en el año de 1803], que manifiestan su superficie, población, agricultura, fábricas, comercio, minas, rentas y fuerza militar“, in: Boletín de geografia y estadística, 2. Folge, 1, 1869, S. 635–657.Tablas geográficas políticas del reino de Nueva España y correspondencia mexicana. Edición de homenaje, hrsg. v. Dirección general de estadística. Separatum. México 1970. 158 Seiten.Tablas geográfico-políticas del reino de Nueva España. Introducción, transcripción y notas de José G. Morena de Alba. Separatum. México: Universidad nacional autónoma de México 1993. 115 Seiten.",,19.42847,-99.12766
410,1807-Tablas_geografico_politicas-2,II.56,49424.0,"Tablas geográfico-politicas del Reino de N. E. que manifiestan su superficie, poblacion, agricultura, fábricas, comercio, minas, rentas y fuerza militar","Separatum, México: D. Mariano Ontiveros 1822, 36 Seiten.",Spanisch,Mexico,1822,,,19.42847,-99.12766
411,1807-Tablas_geografico_politicas-3-neu,II.56,53063.0,Tablas estadisticas de la Nueva España,"in: Andres Gonzalez de Barcia, Ensayo cronológico para la historia general de la Florida, nueva edicion, Band 9, Madrid: Hijos de Dona Catalina Pinuela 1829, S. 469–512.",Spanisch,Madrid,1829,,,40.4165,-3.70256
412,1807-Ueber_die_Chinawaelder-1,II.57,71239.0,Über die Chinawälder in Südamerika,"in: Der Gesellschaft naturforschender Freunde zu Berlin Magazin für die neuesten Entdeckungen in der gesammten Naturkunde 1 (1807), S. 57–68, 104–120.",Deutsch,Berlin,1807,,,52.52437,13.41053
413,1807-Ueber_die_Chinawaelder-2,II.57,66220.0,Delle foreste di Cinchona nell’America meridionale,"in: Giornale della Società d’incoraggiamento delle scienze et delle arti stabilita in Milano 3 (März 1808), S. 260–278; 5 (Mai 1808), S. [145]–159; 8 (August 1808), S. 186–204.",Italienisch,Mailand,1808,,,45.46427,9.18951
414,1807-Ueber_die_Chinawaelder-3,II.57,71802.0,On the Cinchona Forests in South America,"in: Aylmer Bourke Lambert, An Illustration of the Genus Cinchona; Comprising Descriptions of All the Officinal Peruvian Barks, Including Several New Species, London: Longman, Hurst, Rees, Orme, and Brown 1821, S. [19]–59.",Englisch,London,1821,,,51.50853,-0.12574
415,1807-Ueber_die_erdefressenden-01-neu,II.58,8354.0,Ueber die erdefressenden Otomaken,"in: Morgenblatt für gebildete Stände 241 (8. Oktober 1807), S. 961–962.",Deutsch,Stuttgart; Tübingen,1807,,"Alexander von Humboldt, Ansichten der Natur, Stuttgart und Tübingen: Cotta 1808, S. 142–153.",48.78232,9.17702
416,1807-Ueber_die_erdefressenden-02-neu,II.58,3035.0,Ueber die erdefressenden Otomaken,"in: Königlich-Baierisches Wochenblatt von München 45 (6. November 1807), Sp. 719–720.",Deutsch,München,1807,,,48.13743,11.57549
417,1807-Ueber_die_erdefressenden-03,II.58,8399.0,Sur les peuples qui mangent de la terre,"in: Gazette nationale ou le moniteur universel 105 (14. April 1808), S. 415.",Französisch,Paris,1808,,,48.85341,2.3488
418,1807-Ueber_die_erdefressenden-04,II.58,12774.0,Dei Popoli che mangiano terra,"in: Giornale della Società d’incoraggiamento delle scienze e delle arti stabilità in Milano 4 (April 1808), S. 31–39.",Italienisch,Mailand,1808,,,45.46427,9.18951
419,1807-Ueber_die_erdefressenden-05-neu,II.58,8869.0,"Berigt Aangaande Zekere Volken, die Aarde Eten","in: Algemeene Konst- en Letter-Bode, voor het Jaar 1808 1:19 (6. Mai 1808), S. 291–295.",Niederländisch,Haarlem,1808,,,52.38084,4.63683
420,1807-Ueber_die_erdefressenden-06-neu,II.58,8311.0,Sur les Peuples qui mangent de la Terre,"in: L’Ambigu, ou variétés littéraires et politiques 21:184 (10. Mai 1808), S. 253–257.",Französisch,London,1808,,,51.50853,-0.12574
421,1807-Ueber_die_erdefressenden-07-neu,II.58,8325.0,Sur les peuples qui mangent de la terre,"in: L’Esprit des journaux français et étrangers 6 (Juni 1808), S. 214–221.",Französisch,Brüssel,1808,,,50.85045,4.34878
422,1807-Ueber_die_erdefressenden-08-neu,II.58,8304.0,Die Gewohnheit der Indianer Erde zu essen,"in: Nordische Miszellen 10:27 (3. Juli 1808), S. 13–16.",Deutsch,Hamburg,1808,,,53.55073,9.99302
423,1807-Ueber_die_erdefressenden-09-neu,II.58,5802.0,"Die Gewohnheit der Indianer, Erde zu essen","in: Der Telegraph 191 (9. Juli 1808), S. 760–762.",Deutsch,Berlin,1808,,,52.52437,13.41053
424,1807-Ueber_die_erdefressenden-10-neu,II.58,8202.0,Gummi und Erde genießende Völker,"in: Blätter zur Unterhaltung und zur Beförderung der Cultur 2:2 (1809), S. 201–207.",Deutsch,Basel,1809,,,47.55839,7.57327
425,1807-Ueber_die_erdefressenden-11,II.58,8308.0,Sur les peuples qui mangent de la terre,"in: Annales des Voyages, de la Géographie et de l’Histoire 2 (1809), S. 248–254.",Französisch,Paris,1809,"Alexander von Humboldt, Ueber die Urvölker von Amerika und die Denkmähler welche von ihnen übrig geblieben sind. Anthropologische und ethnographische Schriften, herausgegeben von Oliver Lubrich, Hannover: Wehrhahn 2009, S. 25–28.",,48.85341,2.3488
426,1807-Ueber_die_erdefressenden-12-neu,II.58,8797.0,"Account of the Ottomacs, a People who eat Clay","in: The Edinburgh Medical and Surgical Journal 6 (1. Juli 1810), S. 316–319.",Englisch,Edinburgh,1810,,,55.95206,-3.19648
427,1807-Ueber_die_erdefressenden-13-neu,II.58,8242.0,Sur les peuples qui mangent de la terre,"in: Mercure du département de la Roër 9 (5. Juli 1810), S. 132–137.",Französisch,Köln,1810,,,50.93333,6.95
428,1807-Ueber_die_erdefressenden-14-neu,II.58,3719.0,"An Account of The Ottomans, who eat clay","in: The Lancaster Gazette; and General Aadvertiser for Lancashire, Westmorland, &c. 10:477 (4. August 1810), S. [4].",Englisch,Lancaster,1810,,,54.04649,-2.79988
429,1807-Ueber_die_erdefressenden-15-neu,II.58,3263.0,"An Account of the Ottomacs, who eat clay","in: La Belle Assemblée. Biographical Sketches of Illustrious Ladies 2:10 (September 1810), S. 149.",Englisch,London,1810,,,51.50853,-0.12574
430,1807-Ueber_die_erdefressenden-16-neu,II.58,9995.0,"Отрывокъ изъ Обозрѣнiя степей, соч. славнаго Путешественника Гумбольдта [Otryvok iz Obozrěnija stepej, soč. slavnago Putešestvennika Gumbolʹdta]","übersetzt von Lohtin, in: Věstnik Evropy 97:1:2 (Januar 1818), S. 29–37.",Russisch,Moskau,1818,,,55.75222,37.61556
431,1807-Ueber_die_erdefressenden-17-neu,II.58,7522.0,Die Otomaken oder Erde fressenden Menschen in Cumana und Caraccas,"in: Franz Sartori, Ueberlieferungen aus der neuen Welt, oder die Staaten, Colonien und Völker jenseits des Meeres, der Schauplatz gewaltiger Ereignisse, das Augenmerk von ganz Europa, 2 Bände, Brünn: Joseph Georg Traßler 1818, Band 1, S. [129]–134.",Deutsch,Brünn,1818,,,49.19522,16.60796
432,1807-Ueber_die_erdefressenden-18-neu,II.58,3559.0,Die Otomaken oder erdefressenden Menschen in Cumana und Caraccas,"in: Sonntagsblatt für die Jugend 2:22 (1818), S. [193]–196.",Deutsch,Wien,1818,,,48.20849,16.37208
433,1807-Ueber_die_erdefressenden-19-neu,II.58,7957.0,M. de Humboldt,"in: Dictionnaire des découvertes en France, de 1789 a la fin de 1820, 17 Bände, Paris: Louis Colas 1821–1824, Band 8 (März 1823), S. 265–269.",Französisch,Paris,1823,,,48.85341,2.3488
434,1807-Ueber_die_erdefressenden-20-neu,II.58,7975.0,"Отомаки, питающiеся землею и камедью [Otomaki, pitajuščiesja zemleju i kamedʹju]","in: Syn otečestva i Sěvernyj archiv 45:35 (1834), S. 92–98.",Russisch,Sankt Petersburg,1834,,,59.93863,30.31413
435,1807-Ueber_die_erdefressenden-21-neu,II.58,3288.0,Feeding upon Earth,"in: The Manchester Courier, And Lancashire General Advertiser 25:1481 (13. Oktober 1849), Supplement, S. 589.",Englisch,Manchester,1849,,,53.48095,-2.23743
436,1807-Ueber_die_erdefressenden-22-neu,II.58,8849.0,Aard-Eters,"in: Nieuwe Amsterdamsche Courant. Algemeen Handelsblad 5643 (31. Dezember 1849), S. [8].",Niederländisch,Amsterdam,1849,,,52.37403,4.88969
